uuid,key,hash_code,version,ts,ts_raw,DayOfWeek,HourOfDay,WorkingDay,App_Value,Audio_Music,Audio_Headphones,Batt_Value,BattDrain_Value,CellTower_Data,CellTower_Roaming,CellTower_Type,CellTower_Id,CellTower_LAC,CellTower_GSMSigStr,Charging_Value,Light_Value,Loc_Acc,Loc_Type,Noise_Value,Notif_App,NotifCenter_Value,Prox_Value,ScrOrient_Value,Screen_Value,UserAct_Type,UserAct_p,Wifi_Conn,Wifi_NetID,Wifi_BSSID,Wifi_SSID,Wifi_IP,Wifi_RSSI,Wifi_Speed,timeSinceLastScreenUnlocked,timeSinceScreenChanged,timeSinceLastMessageSession,timeSinceLastCallPickup,lastForegroundAppCategory,timeSinceLastIncomingCall,timeSinceLastOpenApp,timeSinceLastCallMade,timeSinceLastCommApp,Temperature,Weather,Calendar_Event,Event_Name,Event_Start,Event_End,Event_Duration,Event_TimeLeft,Event_Location,Is_Silent,Background_Amp,Background_Convo,On_Call,DoNot_Disturb,Ringer_Mode,Is_Launcher,Predicted_Availability,AR Enabled,Sent AR,Responses,Attend_time,Appropriate,Useful,Granularity,Explanation_Correctness,Comfortable,Better_Responses,Reason,Shap
u21,0|com.whatsapp|1|E+R6a4w8ho57GQWqvagY4f31SjHHFDSh8hv52ZDuRUE=|10160,-132734853,0.7.3,Sat Jun 27 18:28:39 EDT 2020,1593296919157,5,18,0,com.sec.android.app.launcher,0.0,0.0,33,-11.0,0,0.0,GSM,199801097,21766,85,1.0,18,15.116,Home,45.863,com.whatsapp,6,0.0,Portrait,Locked,still,100.0,1.0,107.0,b8:f8:53:3d:ce:83,"""paradiso""",192.168.1.153,-51,325,636649,489204,68455.0,,Personalization,,491390.0,,496438.0,21.12,Rain: light rain,0.0,,,,,,,1.0,20,noise,0.0,all,VIBRATE,1.0,1.0,1,top_feature:Bob’s phone is in an area with low-light and he may not be available to respond.,top_feature:Bob’s phone is in an area with low-light and he may not be available to respond.;multi_feature:Bob may not be available to respond. His phone is in an area with low-light and is charging and he has not been using his phone for a while.;cluster_feature:Bob may not be available to respond. His phone is in an area with low-light and he has not been using his phone for a while.;user_device:Bob may not be available to respond. His phone is in an area with low-light and is charging.;simple:Bob may not be available to respond at this time.;random:Bob has not been using his phone for a while and he may not be available to respond.,1593296987641.0,,,,,,,contact_interval,
u21,0|com.whatsapp|1|E+R6a4w8ho57GQWqvagY4f31SjHHFDSh8hv52ZDuRUE=|10160,-1506777933,0.7.3,Sat Jun 27 18:53:36 EDT 2020,1593298416634,5,18,0,com.sec.android.app.launcher,0.0,0.0,65,-12.0,0,0.0,GSM,199801097,21766,85,1.0,21,15.116,Home,39.6704,com.whatsapp,6,0.0,Portrait,Locked,still,100.0,1.0,107.0,b8:f8:53:3d:ce:83,"""paradiso""",192.168.1.153,-52,390,762543,734616,1497477.0,,Personalization,,736850.0,,744136.0,21.12,Rain: light rain,0.0,,,,,,,1.0,19,noise,0.0,all,VIBRATE,1.0,0.0,1,multi_feature:Bob may not be available to respond. His phone is charging and is on vibrate mode and he has not been using his phone for a while.,top_feature:Bob’s phone is charging and he may not be available to respond.;multi_feature:Bob may not be available to respond. His phone is charging and is on vibrate mode and he has not been using his phone for a while.;cluster_feature:Bob may not be available to respond. His phone is charging and he has not been using his phone for a while.;user_device:Bob may not be available to respond. His phone is charging and he has not been receptive to communication for a while.;simple:Bob may not be available to respond at this time.;random:Bob has not been receptive to communication for a while and he may not be available to respond.,1593298597700.0,,,,,,,sent,
u21,0|com.whatsapp|1|E+R6a4w8ho57GQWqvagY4f31SjHHFDSh8hv52ZDuRUE=|10160,1084011969,0.7.3,Sat Jun 27 18:56:09 EDT 2020,1593298569643,5,18,0,com.sec.android.app.launcher,0.0,0.0,68,-12.0,0,0.0,GSM,199801097,21766,85,1.0,24,15.116,Home,37.5123,com.whatsapp,6,0.0,Portrait,Locked,still,100.0,1.0,107.0,b8:f8:53:3d:ce:83,"""paradiso""",192.168.1.153,-52,390,915552,887625,153009.0,,Personalization,,889859.0,,897145.0,21.12,Rain: light rain,0.0,,,,,,,1.0,19,noise,0.0,all,VIBRATE,1.0,1.0,1,multi_feature:Bob may not be available to respond. His phone is charging and is on vibrate mode and he has not been using his phone for a while.,top_feature:Bob’s phone is charging and he may not be available to respond.;multi_feature:Bob may not be available to respond. His phone is charging and is on vibrate mode and he has not been using his phone for a while.;cluster_feature:Bob may not be available to respond. His phone is charging and he has not been using his phone for a while.;simple:Bob may not be available to respond at this time.;random:Bob has not been using his phone for a while and he may not be available to respond.,1593298597700.0,,,,,,,contact_interval,
u21,0|com.whatsapp|1|E+R6a4w8ho57GQWqvagY4f31SjHHFDSh8hv52ZDuRUE=|10160,-592578819,0.7.3,Sat Jun 27 18:59:20 EDT 2020,1593298760084,5,18,0,com.sec.android.app.launcher,0.0,0.0,72,-12.0,0,0.0,GSM,199801097,21766,85,1.0,24,15.116,Home,37.5123,com.whatsapp,7,0.0,Portrait,Locked,still,100.0,1.0,107.0,b8:f8:53:3d:ce:83,"""paradiso""",192.168.1.153,-52,390,1105993,1078066,190441.0,,Personalization,,1080300.0,,1087586.0,21.12,Rain: light rain,0.0,,,,,,,1.0,18,noise,0.0,all,VIBRATE,1.0,0.0,1,random:Bob has not been using his phone for a while and he may not be available to respond.,top_feature:Bob’s phone is charging and he may not be available to respond.;multi_feature:Bob may not be available to respond. His phone is charging and is on vibrate mode and he has not been receptive to communication for a while.;cluster_feature:Bob may not be available to respond. His phone is charging and he has not been receptive to communication for a while.;simple:Bob may not be available to respond at this time.;random:Bob has not been using his phone for a while and he may not be available to respond.,1593298920522.0,,,,,,,contact_interval,
u21,0|com.whatsapp|1|E+R6a4w8ho57GQWqvagY4f31SjHHFDSh8hv52ZDuRUE=|10160,-1838057521,0.7.3,Sat Jun 27 19:06:10 EDT 2020,1593299170864,5,19,0,com.sec.android.app.launcher,0.0,0.0,78,-9.0,0,0.0,GSM,199801097,21766,85,1.0,16,15.116,Home,37.5123,com.whatsapp,6,0.0,Portrait,Locked,still,100.0,1.0,107.0,b8:f8:53:3d:ce:83,"""paradiso""",192.168.1.153,-54,390,251969,6993,410780.0,,Personalization,,9629.0,,11718.0,21.12,Rain: light rain,0.0,,,,,,,1.0,25,noise,0.0,all,VIBRATE,1.0,1.0,1,top_feature:Bob’s phone is in an area with low-light and he may not be available to respond.,top_feature:Bob’s phone is in an area with low-light and he may not be available to respond.;multi_feature:Bob may not be available to respond. His phone is in an area with low-light and is charging and is on vibrate mode.;user_device:Bob may not be available to respond. His phone is in an area with low-light and is charging.;simple:Bob may not be available to respond at this time.;random:Bob’s phone is charging and he may not be available to respond.,1593299832122.0,,,,,,,contact_interval,
u21,0|com.whatsapp|1|E+R6a4w8ho57GQWqvagY4f31SjHHFDSh8hv52ZDuRUE=|10160,-847597937,0.7.3,Sat Jun 27 19:06:18 EDT 2020,1593299178437,5,19,0,com.sec.android.app.launcher,0.0,0.0,78,-9.0,0,0.0,GSM,199801097,21766,85,1.0,16,15.116,Home,37.5123,com.whatsapp,6,0.0,Portrait,Locked,still,100.0,1.0,107.0,b8:f8:53:3d:ce:83,"""paradiso""",192.168.1.153,-54,390,259542,14566,7573.0,,Personalization,,17202.0,,19291.0,21.12,Rain: light rain,0.0,,,,,,,1.0,56,noise,0.0,all,VIBRATE,1.0,1.0,1,multi_feature:Bob may not be available to respond. His phone is in an area with low-light and is charging and is on vibrate mode.,top_feature:Bob’s phone is in an area with low-light and he may not be available to respond.;multi_feature:Bob may not be available to respond. His phone is in an area with low-light and is charging and is on vibrate mode.;user_device:Bob may not be available to respond. His phone is in an area with low-light and is charging.;simple:Bob may not be available to respond at this time.;random:Bob’s phone is charging and he may not be available to respond.,1593299832122.0,,,,,,,contact_interval,
u21,0|com.whatsapp|1|E+R6a4w8ho57GQWqvagY4f31SjHHFDSh8hv52ZDuRUE=|10160,-969005983,0.7.3,Sat Jun 27 19:06:48 EDT 2020,1593299208250,5,19,0,com.sec.android.app.launcher,0.0,0.0,79,-9.0,0,0.0,GSM,199801097,21766,85,1.0,21,15.116,Home,37.5123,com.whatsapp,6,0.0,Portrait,Locked,still,100.0,1.0,107.0,b8:f8:53:3d:ce:83,"""paradiso""",192.168.1.153,-54,390,289355,44379,29813.0,,Personalization,,47015.0,,49104.0,21.12,Rain: light rain,0.0,,,,,,,1.0,20,noise,0.0,all,VIBRATE,1.0,1.0,1,random:Bob’s phone is on vibrate mode and he may not be available to respond.,top_feature:Bob’s phone is charging and he may not be available to respond.;multi_feature:Bob may not be available to respond. His phone is charging and is on vibrate mode.;simple:Bob may not be available to respond at this time.;random:Bob’s phone is on vibrate mode and he may not be available to respond.,1593299832122.0,,,,,,,contact_interval,
u21,0|com.whatsapp|1|E+R6a4w8ho57GQWqvagY4f31SjHHFDSh8hv52ZDuRUE=|10160,786326765,0.7.3,Sat Jun 27 19:07:09 EDT 2020,1593299229754,5,19,0,com.sec.android.app.launcher,0.0,0.0,79,-9.0,0,0.0,GSM,199801097,21766,85,1.0,21,15.116,Home,37.5123,com.whatsapp,6,0.0,Portrait,Locked,still,100.0,1.0,107.0,b8:f8:53:3d:ce:83,"""paradiso""",192.168.1.153,-54,390,310859,65883,21504.0,,Personalization,,68519.0,,70608.0,21.12,Rain: light rain,0.0,,,,,,,1.0,38,noise,0.0,all,VIBRATE,1.0,1.0,1,multi_feature:Bob may not be available to respond. His phone is charging and is on vibrate mode.,top_feature:Bob’s phone is charging and he may not be available to respond.;multi_feature:Bob may not be available to respond. His phone is charging and is on vibrate mode.;simple:Bob may not be available to respond at this time.;random:Bob’s phone is on vibrate mode and he may not be available to respond.,1593299832122.0,,,,,,,contact_interval,
u21,0|com.whatsapp|1|E+R6a4w8ho57GQWqvagY4f31SjHHFDSh8hv52ZDuRUE=|10160,-1491327482,0.7.3,Sat Jun 27 19:07:29 EDT 2020,1593299249438,5,19,0,com.sec.android.app.launcher,0.0,0.0,80,-9.0,0,0.0,GSM,199801097,21766,85,1.0,21,15.116,Home,37.5123,com.whatsapp,6,0.0,Portrait,Locked,still,100.0,1.0,107.0,b8:f8:53:3d:ce:83,"""paradiso""",192.168.1.153,-54,390,330543,85567,19684.0,,Personalization,,88203.0,,90292.0,21.12,Rain: light rain,0.0,,,,,,,1.0,19,noise,0.0,all,VIBRATE,1.0,1.0,1,multi_feature:Bob may not be available to respond. His phone is charging and is on vibrate mode.,top_feature:Bob’s phone is charging and he may not be available to respond.;multi_feature:Bob may not be available to respond. His phone is charging and is on vibrate mode.;simple:Bob may not be available to respond at this time.;random:Bob’s phone is on vibrate mode and he may not be available to respond.,1593299832122.0,,,,,,,contact_interval,
u21,0|com.whatsapp|1|E+R6a4w8ho57GQWqvagY4f31SjHHFDSh8hv52ZDuRUE=|10160,-80718943,0.7.3,Sat Jun 27 19:09:52 EDT 2020,1593299392916,5,19,0,com.sec.android.app.launcher,0.0,0.0,82,-8.0,0,0.0,GSM,199801097,21766,85,1.0,20,15.116,Home,37.055,com.whatsapp,6,0.0,Portrait,Locked,still,100.0,1.0,107.0,b8:f8:53:3d:ce:83,"""paradiso""",192.168.1.153,-54,390,474021,229045,143478.0,,Personalization,,231681.0,,233770.0,21.12,Rain: light rain,0.0,,,,,,,1.0,19,noise,0.0,all,VIBRATE,1.0,1.0,1,cluster_feature:Bob may not be available to respond. His phone is in an area with low-light and he has not been using his phone for a while.,top_feature:Bob’s phone is in an area with low-light and he may not be available to respond.;multi_feature:Bob may not be available to respond. His phone is in an area with low-light and is charging and he has not been using his phone for a while.;cluster_feature:Bob may not be available to respond. His phone is in an area with low-light and he has not been using his phone for a while.;user_device:Bob may not be available to respond. His phone is in an area with low-light and is charging.;simple:Bob may not be available to respond at this time.;random:Bob has not been using his phone for a while and he may not be available to respond.,1593299832122.0,,,,,,,contact_interval,
u21,0|com.whatsapp|1|E+R6a4w8ho57GQWqvagY4f31SjHHFDSh8hv52ZDuRUE=|10160,-1171275250,0.7.3,Sat Jun 27 19:12:41 EDT 2020,1593299561544,5,19,0,com.sec.android.app.launcher,0.0,0.0,85,-8.0,0,0.0,GSM,199801097,21766,85,1.0,18,15.116,Home,37.055,com.whatsapp,6,0.0,Portrait,Locked,still,100.0,1.0,107.0,b8:f8:53:3d:ce:83,"""paradiso""",192.168.1.153,-54,390,642649,397673,168628.0,,Personalization,,400309.0,,402398.0,21.12,Rain: light rain,0.0,,,,,,,1.0,35,noise,0.0,all,VIBRATE,1.0,1.0,1,top_feature:Bob’s phone is in an area with low-light and he may not be available to respond.,top_feature:Bob’s phone is in an area with low-light and he may not be available to respond.;multi_feature:Bob may not be available to respond. His phone is in an area with low-light and is charging and he has not been using his phone for a while.;cluster_feature:Bob may not be available to respond. His phone is in an area with low-light and he has not been using his phone for a while.;user_device:Bob may not be available to respond. His phone is in an area with low-light and is charging.;simple:Bob may not be available to respond at this time.;random:Bob has not been using his phone for a while and he may not be available to respond.,1593299832122.0,,,,,,,contact_interval,
u21,0|com.whatsapp|1|E+R6a4w8ho57GQWqvagY4f31SjHHFDSh8hv52ZDuRUE=|10160,-1225035233,0.7.3,Sat Jun 27 19:32:28 EDT 2020,1593300748254,5,19,0,com.sec.android.app.launcher,0.0,0.0,96,-4.0,0,0.0,GSM,199801097,21766,85,1.0,7,15.116,Home,36.5724,com.whatsapp,6,0.0,Portrait,Locked,still,100.0,1.0,107.0,b8:f8:53:3d:ce:83,"""paradiso""",192.168.1.153,-54,390,1829359,1584383,1186710.0,,Personalization,,1587019.0,,1589108.0,22.29,Clouds: scattered clouds,0.0,,,,,,,1.0,21,noise,0.0,all,VIBRATE,1.0,0.0,1,user_device:Bob may not be available to respond. He has not been receptive to communication for a while and his phone is charging.,top_feature:Bob has not been receptive to communication for a while and he may not be available to respond.;multi_feature:Bob may not be available to respond. He has not been receptive to communication for a while and his phone is in an area with low-light and is charging.;cluster_feature:Bob may not be available to respond. He has not been receptive to communication for a while and his phone is in an area with low-light.;user_device:Bob may not be available to respond. He has not been receptive to communication for a while and his phone is charging.;simple:Bob may not be available to respond at this time.;random:Bob’s phone is on vibrate mode and he may not be available to respond.,1593301053584.0,,,,,,,contact_interval,
u21,0|com.whatsapp|1|E+R6a4w8ho57GQWqvagY4f31SjHHFDSh8hv52ZDuRUE=|10160,-1083238184,0.7.3,Sat Jun 27 22:12:49 EDT 2020,1593310369121,5,22,0,com.duolingo,0.0,0.0,92,1.0,0,0.0,GSM,199801097,21766,85,0.0,3,18.289,Home,41.108,com.whatsapp,5,0.0,Portrait,Unlocked,still,100.0,1.0,107.0,b8:f8:53:3d:ce:83,"""paradiso""",192.168.1.153,-53,390,191179,191179,9620867.0,,Education,,107801.0,,160742.0,20.58,Clear: clear sky,0.0,,,,,,,1.0,50,noise,0.0,all,VIBRATE,0.0,1.0,1,top_feature:Bob’s phone is in an area with low-light and he may not be available to respond.,top_feature:Bob’s phone is in an area with low-light and he may not be available to respond.;multi_feature:Bob may not be available to respond. His phone is in an area with low-light and he has not been using his phone for a while and was last using a Education app on his phone.;cluster_feature:Bob may not be available to respond. His phone is in an area with low-light and he has not been using his phone for a while.;simple:Bob may not be available to respond at this time.;random:Bob’s phone is on vibrate mode and he may not be available to respond.,1593310375504.0,,,,,,,,
u21,0|com.whatsapp|1|E+R6a4w8ho57GQWqvagY4f31SjHHFDSh8hv52ZDuRUE=|10160,-745588295,0.7.3,Sat Jun 27 22:31:24 EDT 2020,1593311484201,5,22,0,com.android.chrome,0.0,0.0,85,2.0,0,0.0,GSM,199801097,21766,85,0.0,1,18.289,Home,42.0819,com.whatsapp,5,0.0,Portrait,On,still,100.0,1.0,107.0,b8:f8:53:3d:ce:83,"""paradiso""",192.168.1.153,-48,433,1306259,662534,1115080.0,,Communication,,76012.0,,76012.0,19.84,Clouds: scattered clouds,0.0,,,,,,,1.0,55,noise,0.0,all,VIBRATE,0.0,1.0,1,top_feature:Bob’s phone is in an area with low-light and he may not be available to respond.,top_feature:Bob’s phone is in an area with low-light and he may not be available to respond.;multi_feature:Bob may not be available to respond. His phone is in an area with low-light and is on vibrate mode and he has not been using his phone for a while.;cluster_feature:Bob may not be available to respond. His phone is in an area with low-light and he has not been using his phone for a while.;simple:Bob may not be available to respond at this time.;random:Bob’s phone is on vibrate mode and he may not be available to respond.,1593311488596.0,,,,,,,,
u21,0|com.whatsapp|1|E+R6a4w8ho57GQWqvagY4f31SjHHFDSh8hv52ZDuRUE=|10160,-730829513,0.7.3,Sat Jun 27 22:43:30 EDT 2020,1593312210244,5,22,0,com.fitbit.FitbitMobile,0.0,0.0,79,4.0,0,0.0,GSM,199801097,21766,85,0.0,4,18.289,Home,54.3824,com.whatsapp,4,0.0,Portrait,On,still,100.0,1.0,107.0,b8:f8:53:3d:ce:83,"""paradiso""",192.168.1.153,-43,433,2032302,451652,726043.0,,Health & Fitness,,2795.0,,57389.0,19.84,Clouds: scattered clouds,0.0,,,,,,,0.0,20,noise,0.0,all,VIBRATE,0.0,1.0,1,multi_feature:Bob may not be available to respond. His phone is in an area with low-light and he has not been using his phone for a while and was last using a Health & Fitness app on his phone.,top_feature:Bob’s phone is in an area with low-light and he may not be available to respond.;multi_feature:Bob may not be available to respond. His phone is in an area with low-light and he has not been using his phone for a while and was last using a Health & Fitness app on his phone.;cluster_feature:Bob may not be available to respond. His phone is in an area with low-light and he has not been using his phone for a while.;simple:Bob may not be available to respond at this time.;random:Bob’s phone is on vibrate mode and he may not be available to respond.,1593312212267.0,,,,,,,,
u21,0|com.whatsapp|1|E+R6a4w8ho57GQWqvagY4f31SjHHFDSh8hv52ZDuRUE=|10160,-1123174947,0.7.3,Sat Jun 27 22:44:44 EDT 2020,1593312284693,5,22,0,com.android.chrome,1.0,0.0,79,3.0,0,0.0,GSM,199801097,21766,85,0.0,4,18.289,Home,54.3824,com.whatsapp,5,0.0,Portrait,On,still,100.0,1.0,107.0,b8:f8:53:3d:ce:83,"""paradiso""",192.168.1.153,-38,433,2106751,526101,74449.0,,Communication,,15556.0,,15556.0,19.84,Clouds: scattered clouds,0.0,,,,,,,0.0,20,noise,0.0,all,VIBRATE,0.0,1.0,1,top_feature:Bob has not been using his phone for a while and he may not be available to respond.,top_feature:Bob has not been using his phone for a while and he may not be available to respond.;multi_feature:Bob may not be available to respond. He has not been using his phone for a while and his phone is in an area with low-light and is on vibrate mode.;cluster_feature:Bob may not be available to respond. He has not been using his phone for a while and his phone is in an area with low-light.;simple:Bob may not be available to respond at this time.;random:Bob’s phone is on vibrate mode and he may not be available to respond.,1593312288678.0,,,,,,,,
u37,0|com.whatsapp|1|E+R6a4w8ho57GQWqvagY4f31SjHHFDSh8hv52ZDuRUE=|10160,2045162764,0.7.8,Fri Jul 10 16:38:53 EDT 2020,1594413533999,4,16,1,edu.pitt.car,0.0,0.0,78,1.0,0,0.0,GSM,199801097,21766,85,0.0,15,16.232,NoLoc,,com.whatsapp,5,0.0,Portrait,Unlocked,still,100.0,1.0,103.0,b8:f8:53:3d:ce:82,"""paradiso""",192.168.1.153,-65,86,45844,45844,,,unknown,,22072.0,,177246.0,32.04,Thunderstorm: thunderstorm,0.0,,,,,,,,94,noise,0.0,all,VIBRATE,0.0,1.0,1,top_3_feature:Bobâ€™s phone has high battery drain and he may not be available to respond.,top_feature:Bob has not been checking his notifications and he may not be available to respond.;top_2_feature:Bob was last using a unknown app on his phone and he may not be available to respond.;top_3_feature:Bobâ€™s phone has high battery drain and he may not be available to respond.;multi_feature:Bob may not be available to respond. He has not been checking his notifications and was last using a unknown app on his phone and his phone has high battery drain.;cluster_feature:Bob may not be available to respond. He has not been checking his notifications and was last using a unknown app on his phone.;simple:Bob may not be available to respond at this time.,1594413546496.0,,,,,,,,
u37,0|com.whatsapp|1|E+R6a4w8ho57GQWqvagY4f31SjHHFDSh8hv52ZDuRUE=|10160,1463450612,0.7.8,Fri Jul 10 17:14:35 EDT 2020,1594415675273,4,17,1,com.samsung.android.contacts,0.0,0.0,72,0.0,0,0.0,GSM,199801237,21766,85,0.0,119,16.232,NoLoc,69.1489,com.whatsapp,5,0.0,Portrait,Locked,still,100.0,1.0,103.0,b8:f8:53:3d:ce:82,"""paradiso""",192.168.1.153,-62,144,1087460,813763,2141274.0,,unknown,,993407.0,,1193015.0,32.04,Thunderstorm: thunderstorm,0.0,,,,,,,0.0,72,noise,0.0,all,VIBRATE,0.0,1.0,1,simple:Bob may not be available to respond at this time.,top_feature:Bob has not been using his phone for a while and he may not be available to respond.;top_2_feature:Bob has not been checking his notifications and he may not be available to respond.;top_3_feature:Bobâ€™s phone has weak connectivity and he may not be available to respond.;multi_feature:Bob may not be available to respond. He has not been using his phone for a while and his phone has weak connectivity.;simple:Bob may not be available to respond at this time.,1594415689900.0,,,,,,,,
u37,0|com.whatsapp|1|E+R6a4w8ho57GQWqvagY4f31SjHHFDSh8hv52ZDuRUE=|10160,1640401387,0.7.8,Fri Jul 10 17:30:33 EDT 2020,1594416633973,4,17,1,com.samsung.android.incallui,0.0,0.0,70,0.0,0,0.0,GSM,79106684,2607,85,0.0,64,16.232,NoLoc,54.0238,com.whatsapp,6,1.0,Portrait,Unlocked,still,100.0,1.0,103.0,b8:f8:53:3d:ce:82,"""paradiso""",192.168.1.153,-67,43,59759,59759,958700.0,,unknown,,4721.0,,44737.0,32.04,Thunderstorm: thunderstorm,0.0,,,,,,,0.0,1,noise,1.0,all,VIBRATE,0.0,1.0,1,top_3_feature:Bobâ€™s phone is covered (in a bag or pocket) and he may not be available to respond.,top_feature:Bob has not been checking his notifications and he may not be available to respond.;top_2_feature:Bob was last using a unknown app on his phone and he may not be available to respond.;top_3_feature:Bobâ€™s phone is covered (in a bag or pocket) and he may not be available to respond.;multi_feature:Bob may not be available to respond. He has not been checking his notifications and was last using a unknown app on his phone and his phone is covered (in a bag or pocket).;cluster_feature:Bob may not be available to respond. He has not been checking his notifications and was last using a unknown app on his phone.;simple:Bob may not be available to respond at this time.,1594416887561.0,,,,,,,,
u37,0|com.samsung.android.messaging|123|com.samsung.android.messaging:msg:192|10041,-710991249,0.7.8,Fri Jul 10 18:04:12 EDT 2020,1594418652146,4,18,1,com.samsung.android.incallui,0.0,0.0,64,1.0,0,0.0,GSM,79106684,2607,85,0.0,28,14.437,NoLoc,11.7116,com.samsung.android.messaging,5,0.0,Portrait,Off,still,100.0,1.0,103.0,b8:f8:53:3d:ce:82,"""paradiso""",192.168.1.153,-63,115,876720,349894,2018173.0,,unknown,,662.0,,1726933.0,30.22,Thunderstorm: thunderstorm,0.0,,,,,,,1.0,1,noise,1.0,all,VIBRATE,0.0,0.0,1,top_feature:Bobâ€™s phone screen is off and he may not be available to respond.,top_feature:Bobâ€™s phone screen is off and he may not be available to respond.;top_2_feature:Bob has not been using his phone for a while and he may not be available to respond.;top_3_feature:Bob was last using a unknown app on his phone and he may not be available to respond.;multi_feature:Bob may not be available to respond. His phone screen is off and he has not been using his phone for a while and was last using a unknown app on his phone.;cluster_feature:Bob may not be available to respond. His phone screen is off and he has not been using his phone for a while.;user_device:Bob may not be available to respond. His phone screen is off and he was last using a unknown app on his phone.;simple:Bob may not be available to respond at this time.,1594418661093.0,unknown_contact,,,,,,,
u37,0|com.whatsapp|1|E+R6a4w8ho57GQWqvagY4f31SjHHFDSh8hv52ZDuRUE=|10160,270159213,0.7.8,Fri Jul 10 18:29:58 EDT 2020,1594420198551,4,18,1,com.sec.android.app.launcher,0.0,0.0,61,0.0,0,0.0,GSM,199801096,21766,85,0.0,38,14.437,NoLoc,68.8522,com.whatsapp,5,0.0,Portrait,Locked,still,100.0,1.0,103.0,b8:f8:53:3d:ce:82,"""paradiso""",192.168.1.153,-62,144,2423125,423843,1546405.0,,Personalization,,1190050.0,,3273338.0,30.22,Thunderstorm: thunderstorm,0.0,,,,,,,0.0,0,noise,0.0,all,VIBRATE,1.0,0.0,1,top_2_feature:Bob has not been checking his notifications and he may not be available to respond.,top_feature:Bob has not been using his phone for a while and he may not be available to respond.;top_2_feature:Bob has not been checking his notifications and he may not be available to respond.;top_3_feature:Bob has not been receptive to communication for a while and he may not be available to respond.;simple:Bob may not be available to respond at this time.,1594420211826.0,attended_delay,,,,,,,
u37,0|com.whatsapp|1|E+R6a4w8ho57GQWqvagY4f31SjHHFDSh8hv52ZDuRUE=|10160,-231966703,0.7.8,Fri Jul 10 18:55:48 EDT 2020,1594421748704,4,18,1,com.sec.android.app.launcher,0.0,0.0,58,0.0,0,0.0,GSM,199801096,21766,85,0.0,38,14.437,NoLoc,59.3158,com.whatsapp,5,0.0,Portrait,Locked,still,100.0,1.0,103.0,b8:f8:53:3d:ce:82,"""paradiso""",192.168.1.153,-65,144,3973278,694724,1550153.0,,Personalization,,2740203.0,,4823491.0,27.62,Thunderstorm: thunderstorm,0.0,,,,,,,0.0,0,noise,0.0,all,VIBRATE,1.0,0.0,1,top_2_feature:Bob has not been checking his notifications and he may not be available to respond.,top_feature:Bob has not been using his phone for a while and he may not be available to respond.;top_2_feature:Bob has not been checking his notifications and he may not be available to respond.;top_3_feature:Bob has not been receptive to communication for a while and he may not be available to respond.;simple:Bob may not be available to respond at this time.,1594421767545.0,attended_delay,,,,,,,
u37,0|com.whatsapp|1|E+R6a4w8ho57GQWqvagY4f31SjHHFDSh8hv52ZDuRUE=|10160,795784667,0.7.8,Fri Jul 10 22:56:46 EDT 2020,1594436206826,4,22,1,com.android.chrome,0.0,0.0,36,2.0,0,0.0,GSM,199801097,21766,85,0.0,14,13.851,NoLoc,44.4814,com.whatsapp,5,0.0,Portrait,Unlocked,still,98.0,1.0,103.0,b8:f8:53:3d:ce:82,"""paradiso""",192.168.1.153,-54,130,134390,134390,14458122.0,,Communication,,135350.0,,135350.0,20.2,Clouds: overcast clouds,0.0,,,,,,,1.0,0,noise,0.0,all,VIBRATE,0.0,1.0,1,top_feature:Bob was last using a Communication app on his phone and he may not be available to respond.,top_feature:Bob was last using a Communication app on his phone and he may not be available to respond.;top_2_feature:Bob has not been checking his notifications and he may not be available to respond.;multi_feature:Bob may not be available to respond. He was last using a Communication app on his phone and has not been checking his notifications.;simple:Bob may not be available to respond at this time.,1594436209381.0,,,,,,,,
u37,0|com.whatsapp|1|E+R6a4w8ho57GQWqvagY4f31SjHHFDSh8hv52ZDuRUE=|10160,518042972,0.7.8,Fri Jul 10 23:13:52 EDT 2020,1594437232339,4,23,1,com.google.android.youtube,1.0,0.0,30,2.0,0,0.0,GSM,199801097,21766,85,0.0,4,13.850999999999999,NoLoc,81.73,com.whatsapp,5,0.0,Landscape,Unlocked,still,99.0,1.0,103.0,b8:f8:53:3d:ce:84,"""paradiso""",192.168.1.153,-51,433,911244,911244,1025513.0,,Video Players & Editors,,511378.0,,704175.0,20.2,Clouds: overcast clouds,0.0,,,,,,,0.0,0,noise,0.0,all,VIBRATE,0.0,1.0,1,top_2_feature:Bob was last using a Video Players & Editors app on his phone and he may not be available to respond.,top_feature:Bob has not been checking his notifications and he may not be available to respond.;top_2_feature:Bob was last using a Video Players & Editors app on his phone and he may not be available to respond.;top_3_feature:Bobâ€™s phone is in an area with low-light and he may not be available to respond.;multi_feature:Bob may not be available to respond. He has not been checking his notifications and was last using a Video Players & Editors app on his phone and his phone is in an area with low-light.;user_device:Bob may not be available to respond. He has not been checking his notifications and was last using a Video Players & Editors app on his phone.;simple:Bob may not be available to respond at this time.,1594438131524.0,,,,,,,,
